Ier_ID,Parks,TranspVeids,GarNr,MarsrNos,TMarsruts,Virziens,Laiks,ValidTalonaId
460672,6 parks,Autobuss,68128,Daugavgrīva - Pļavnieki,A 3,Back,23.11.2018 09:31:29,25
460673,7 parks,Autobuss,76843,Imanta 5 - Jugla 3,A 21,Back,23.11.2018 09:41:56,25
460674,6 parks,Autobuss,65263,Abrenes iela - Zolitūde,A 4z,Forth,23.11.2018 10:00:51,25
460675,6 parks,Autobuss,69406,Daugavgrīva - Pļavnieki,A 3,Forth,23.11.2018 10:16:51,25
460676,7 parks,Autobuss,79752,Imanta 5 - Jugla 3,A 21,Forth,23.11.2018 10:22:43,25
460677,6 parks,Autobuss,69613,Daugavgrīva - Pļavnieki,A 3,Back,23.11.2018 10:30:02,25
460678,6 parks,Autobuss,69472,Abrenes iela - Lidosta,A 22,Forth,23.11.2018 10:44:47,25
460679,7 parks,Autobuss,76843,Imanta 5 - Jugla 3,A 21,Forth,23.11.2018 11:27:20,25
460680,2 parks,Trolejbuss,29113,Centrālā stacija - Purvciems,Tr 17,Forth,23.11.2018 11:45:20,25
460681,2 parks,Trolejbuss,27321,Centrālā stacija - Purvciems,Tr 17,Back,23.11.2018 12:10:24,25
460682,1 parks,Trolejbuss,19521,Āgenskalna priedes - Šmerlis,Tr 12,Back,23.11.2018 12:23:19,25
460683,7 parks,Autobuss,79501,Imanta 5 - Jugla 3,A 21,Back,23.11.2018 12:28:20,25
460684,7 parks,Autobuss,79044,Abrenes iela - Lidosta,A 22,Forth,23.11.2018 14:14:57,25
460685,6 parks,Autobuss,64202,Abrenes iela - Lāčupes kapi,A 39,Back,23.11.2018 14:22:25,25
460686,7 parks,Autobuss,78082,Abrenes iela -Mežaparks,A 9,Forth,23.11.2018 14:28:25,25
460687,7 parks,Autobuss,79741,Jugla 3 - Ziepniekkalns,A 40,Back,23.11.2018 14:36:27,25
460688,6 parks,Autobuss,69036,Daugavgrīva - Pļavnieki,A 3,Back,23.11.2018 14:43:07,25
460689,6 parks,Autobuss,69112,Daugavgrīva - Pļavnieki,A 3,Forth,23.11.2018 15:26:36,25
