stop_id,stop_name,stop_lat,stop_lon
3107,Mārkalnes iela,56.98801,24.22874
3145,Mārkalnes iela,56.98806,24.22943
3108,Tirzas iela,56.98723,24.22210
3144,Tirzas iela,56.98728,24.22280
3156,"Atpūtas centrs ""Lido""",56.92989,24.16335
3176,"Atpūtas centrs ""Lido""",56.92971,24.16346
3155,Krasta masīvs,56.92538,24.16831
3177,Krasta masīvs,56.92518,24.16841
1320,Dārziņi,56.89545,24.17241
1321,"Kooperatīvs ""Ziedonis""",56.89787,24.17290
1319,Rāmava,56.89422,24.15227
1322,Rāmava,56.89425,24.15172
3151,Aglonas iela,56.91253,24.17715
3181,Aglonas iela,56.91218,24.17748
3154,Dienvidu tilts,56.92179,24.17080
3178,Dienvidu tilts,56.92151,24.17096
3148,Eglaines iela/Dole,56.90644,24.18803
3184,Eglaines iela/Dole,56.90657,24.18779
3153,Ķengaraga iela,56.91826,24.17338
3179,Ķengaraga iela,56.91809,24.17347
3149,Malnavas iela,56.90853,24.18356
3183,Malnavas iela,56.90821,24.18427
3152,Prūšu iela,56.91475,24.17553
3180,Prūšu iela,56.91509,24.17527
3150,Rušonu iela,56.91013,24.17983
3182,Rušonu iela,56.91030,24.17956
2137,Višķu iela,56.89980,24.21582
0544,Krievupes iela,57.00808,24.32820
0545,Krievupes iela,57.00835,24.32820
5415,Svētes iela,56.90284,24.05119
5414,Svētes iela,56.90157,24.04941
3158,Aiviekstes iela,56.93589,24.15598
3174,Balvu iela,56.93659,24.15472
3164,Centrāltirgus,56.94297,24.11290
3160,Daugavpils iela,56.93870,24.14073
3172,Daugavpils iela,56.93905,24.13982
3162,Elijas iela,56.93990,24.12671
3170,Elijas iela,56.93987,24.12629
3161,Katoļu iela,56.93959,24.13773
3171,Katoļu iela,56.93954,24.13542
3157,Lubānas iela,56.93377,24.15953
3175,Lubānas iela,56.93425,24.15868
3167,Maskavas iela,56.94266,24.11422
3159,Mazā Kalna iela,56.93787,24.14642
3173,Mazā Kalna iela,56.93785,24.14596
3243,No 3.depo,56.93384,24.15880
3163,Turgeņeva iela,56.94173,24.11917
3168,Turgeņeva iela,56.94185,24.11870
3214,Hamburgas iela,56.99743,24.16141
3238,Hamburgas iela,56.99768,24.16127
3240,Mežaparks,57.00469,24.15705
3215,Mirdzas Ķempes iela,56.99370,24.16366
3237,Mirdzas Ķempes iela,56.99352,24.16375
3213,Visbijas prospekts,57.00055,24.15951
3239,Visbijas prospekts,57.00027,24.15974
3211,Ezermalas iela,57.00678,24.16236
3212,Mežaparks,57.00556,24.15748
1154,Mežciema iela,56.97302,24.23941
1158,Biķernieku iela,56.96093,24.23116
3072,1.trolejbusu parks,56.98733,24.12159
3088,1.trolejbusu parks,56.98761,24.12163
3069,Bukultu iela,56.97712,24.11400
3091,Bukultu iela,56.97765,24.11440
3067,Ganību dambis,56.96771,24.10535
3068,Lugažu iela,56.97466,24.11203
3092,Lugažu iela,56.97446,24.11184
3093,Pētersalas iela,56.96782,24.10589
3071,Rāmuļu iela,56.98339,24.11918
3089,Rāmuļu iela,56.98356,24.11929
3070,Rankas iela,56.97968,24.11612
3090,Rankas iela,56.97946,24.11591
3251,Kultūru vidusskola,56.97061,24.10872
3252,Kultūru vidusskola,56.97037,24.10849
8071,Meistaru iela,56.94293,23.90414
0357,Žīguru iela,56.93693,24.22440
3086,Duntes iela,56.99326,24.12306
3073,"Rūpnīca ""RER""",56.99017,24.12219
3087,"Rūpnīca ""RER""",56.99089,24.12210
3077,Aldaris,57.00220,24.12368
3083,Aldaris,57.00221,24.12368
2130,Meža prospekts,56.99604,24.13189
3241,Aldaris,57.00222,24.12334
3076,Allažu iela,56.99845,24.12362
3084,Allažu iela,56.99815,24.12350
3075,Sarkandaugavas iela,56.99543,24.12592
3085,Tilta iela,56.99510,24.12628
3074,Duntes iela,56.99344,24.12329
1614,Saulīši,56.92999,24.26235
1615,Cidoniju iela,56.92609,24.25798
1616,Cidoniju iela,56.92545,24.25875
1200,Ērgļu iela,56.93412,24.24644
1201,Ērgļu iela,56.93409,24.24627
1619,Ozolu iela,56.93515,24.24408
1620,Ozolu iela,56.93524,24.24359
1617,Strazdiņu iela,56.92815,24.25491
1618,Strazdiņu iela,56.92866,24.25404
3109,Meža skola,56.98630,24.21433
3143,Meža skola,56.98637,24.21506
3247,Meža skola,56.98625,24.21517
3110,Sporta akadēmija,56.98531,24.20763
3142,Sporta akadēmija,56.98545,24.20834
1157,"Sporta bāze ""Biķernieki""",56.96499,24.23380
2019,Palmu iela,56.97774,24.18125
3117,VEF,56.97115,24.15993
3135,VEF,56.97148,24.16104
3114,45.vidusskola,56.97935,24.17670
3138,45.vidusskola,56.97900,24.17552
3111,Alfa,56.98433,24.20267
3141,Alfa,56.98426,24.20218
3113,Džutas iela,56.98150,24.18445
3139,Džutas iela,56.98121,24.18345
3116,Gustava Zemgala gatve,56.97365,24.16609
3136,Gustava Zemgala gatve,56.97398,24.16667
3112,Krustabaznīcas iela,56.98336,24.19456
3140,Krustabaznīcas iela,56.98327,24.19414
3115,Lēdmanes iela,56.97734,24.17206
3137,Lēdmanes iela,56.97724,24.17186
1558,Tīraine,56.88845,24.06243
3191,Viesītes iela,56.91967,24.09788
3204,Viesītes iela,56.92028,24.09732
3195,Torņakalna stacija,56.93049,24.08704
3200,Torņakalna stacija,56.93017,24.08835
3192,Vienības gatve/Bērnu slimnīca,56.92118,24.08945
3193,Jelgavas iela,56.92388,24.08988
3202,Jelgavas iela/Bērnu slimnīca,56.92366,24.08979
3194,Satiksmes iela,56.92736,24.09073
3201,Satiksmes iela,56.92760,24.09078
3203,Telts iela,56.92008,24.08890
3009,Grēcinieku iela,56.94570,24.10606
3012,Grēcinieku iela,56.94595,24.10565
3010,13.janvāra iela,56.94604,24.11387
3021,Zasulauka stacija,56.94216,24.05212
3000,Zasulauka stacija,56.94190,24.05316
3001,Kalnciema iela,56.94074,24.05733
3020,Kalnciema iela,56.94049,24.05752
3022,Elvīras iela,56.94615,24.04844
3030,Elvīras iela,56.94587,24.04864
3023,Kandavas iela,56.94892,24.04690
3029,Kandavas iela,56.94896,24.04683
3188,Mazā Stērstu iela,56.91370,24.11707
3207,Mazā Stērstu iela,56.91381,24.11626
3190,Skaistkalnes iela,56.91788,24.10355
3205,Skaistkalnes iela,56.91774,24.10387
3189,Stērstu iela/CSDD,56.91513,24.11186
3206,Stērstu iela/CSDD,56.91495,24.11233
3187,Ziepniekkalna iela,56.91514,24.12305
3208,Ziepniekkalna iela,56.91402,24.12143
1027,13.janvāra iela,56.94674,24.11642
0701,Pļavnieki,56.93281,24.20159
0194a,Esplanāde,56.95377,24.11645
0717,Gaiļezers,56.96790,24.23972
8012a,Stūrmaņu iela,57.03341,24.04858
0722,Centrālā stacija,56.94536,24.11985
0078a,Centrāltirgus,56.94516,24.11977
8002,T/C Domina Shopping,56.96564,24.16377
1463a,Kooperatīva iela,56.95208,24.03037
0719,Lubānas iela,56.93200,24.17376
1028a,Stacijas laukums,56.94796,24.11954
0703,Stacijas laukums,56.94752,24.11934
0706,Murjāņu iela,56.98771,24.23040
0711,MTS,56.94832,24.12221
7997,Latvenergo,56.95516,24.21939
7998,Latvenergo,56.95507,24.21900
2035,Tukuma iela,56.93301,24.07082
0721,Turgeņeva iela,56.94514,24.12404
0723,Višķu iela,56.89923,24.21506
0716,Šampēteris,56.93920,24.03833
4002,Prāgas iela,56.94507,24.11564
1125,Lidosta Rīga   P1,56.92154,23.98050
1180b,Daugavgrīvas g/p,57.03616,24.01926
0344b,Pērnavas iela,56.96607,24.14830
1245,Gobas iela,57.03304,24.04849
0724,Baznīcas iela,56.95684,24.11968
1800,Stabu iela,56.95846,24.12392
0710,Dreiliņi,56.95044,24.24352
0712,Dreiliņi,56.95143,24.24384
7024,Spilves iela,56.97200,24.06387
1082b,Zolitūdes iela,56.95323,23.99938
0714,Imanta,56.95877,23.99767
7010,Rušonu iela,56.91550,24.18558
0200,Ķengarags,56.92219,24.18109
7023,Kalnciema iela,56.93286,24.03124
7022,Kukšu iela,56.93134,24.03405
7021,Dārzciema iela,56.95068,24.18621
7026,Jūrkalnes iela,56.94272,24.02740
7025,Jūrkalnes iela,56.94261,24.02756
9112,Dzērbenes iela,56.97782,24.19331
9111,Kuršu iela,56.98018,24.19205
0720,"Slimnīca ""Linezers""",56.97624,24.19814
0444b,"Stacija ""Vecdaugava""",57.05943,24.10562
7011,Kreimeņu iela,57.03566,24.09461
7020,Meldru iela,57.03475,24.08802
