stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
0191,,"Mediķu iela",,57.00390,24.33180,https://saraksti.rigassatiksme.lv/index.html#stop/0191,,
0495,,"Upesciems",,56.98214,24.33773,https://saraksti.rigassatiksme.lv/index.html#stop/0495,,
0494,,"Upesciems",,56.98193,24.33773,https://saraksti.rigassatiksme.lv/index.html#stop/0494,,
0518,,"Ziemeļnieki",,56.99558,24.33508,https://saraksti.rigassatiksme.lv/index.html#stop/0518,,
0519,,"Ziemeļnieki",,56.99583,24.33522,https://saraksti.rigassatiksme.lv/index.html#stop/0519,,
7984,,"Elizabetes iela",,56.95825,24.10808,https://saraksti.rigassatiksme.lv/index.html#stop/7984,,
5464,,"K.Valdemāra iela",,56.95683,24.11296,https://saraksti.rigassatiksme.lv/index.html#stop/5464,,
0124,,"Emmas iela",,57.03368,24.11843,https://saraksti.rigassatiksme.lv/index.html#stop/0124,,
0108,,"Gāles iela",,57.03352,24.11855,https://saraksti.rigassatiksme.lv/index.html#stop/0108,,
0349,,"Vecmīlgrāvja 5.līnija",,57.03117,24.11383,https://saraksti.rigassatiksme.lv/index.html#stop/0349,,
0348,,"Vecmīlgrāvja 5.līnija",,57.03097,24.11365,https://saraksti.rigassatiksme.lv/index.html#stop/0348,,
0361,,"Aizsardzības akadēmija",,56.99379,24.17769,https://saraksti.rigassatiksme.lv/index.html#stop/0361,,
8074,,"Aizsardzības akadēmija",,56.99323,24.18080,https://saraksti.rigassatiksme.lv/index.html#stop/8074,,
0131,,"Krustabaznīcas iela",,56.99239,24.18576,https://saraksti.rigassatiksme.lv/index.html#stop/0131,,
4001,,"Krustabaznīcas iela",,56.99230,24.18705,https://saraksti.rigassatiksme.lv/index.html#stop/4001,,
0211,,"Ķīšezera iela",,56.99533,24.17228,https://saraksti.rigassatiksme.lv/index.html#stop/0211,,
0210,,"Ķīšezera iela",,56.99461,24.17310,https://saraksti.rigassatiksme.lv/index.html#stop/0210,,
0290,,"Meža prospekts",,57.00646,24.16541,https://saraksti.rigassatiksme.lv/index.html#stop/0290,,
0422,,"Saules dārzs",,57.00168,24.17047,https://saraksti.rigassatiksme.lv/index.html#stop/0422,,
0421,,"Saules dārzs",,57.00167,24.16992,https://saraksti.rigassatiksme.lv/index.html#stop/0421,,
0485,,"Sporta bāze",,57.00387,24.16842,https://saraksti.rigassatiksme.lv/index.html#stop/0485,,
0484,,"Sporta bāze",,57.00360,24.16865,https://saraksti.rigassatiksme.lv/index.html#stop/0484,,
0458,,"Sudrabu Edžus iela",,56.99821,24.17099,https://saraksti.rigassatiksme.lv/index.html#stop/0458,,
0457,,"Sudrabu Edžus iela",,56.99895,24.17039,https://saraksti.rigassatiksme.lv/index.html#stop/0457,,
8014,,"Daugavgrīvas cietoksnis",,57.04272,24.03561,https://saraksti.rigassatiksme.lv/index.html#stop/8014,,
1183,,"Daugavgrīvas cietoksnis",,57.04240,24.03555,https://saraksti.rigassatiksme.lv/index.html#stop/1183,,
0242,,"Lielvārdes iela",,56.96149,24.19829,https://saraksti.rigassatiksme.lv/index.html#stop/0242,,
0243,,"Lielvārdes iela",,56.96139,24.19753,https://saraksti.rigassatiksme.lv/index.html#stop/0243,,
1150,,"Silikātu iela",,57.02885,24.04646,https://saraksti.rigassatiksme.lv/index.html#stop/1150,,
1151,,"Silikātu iela",,57.02797,24.04679,https://saraksti.rigassatiksme.lv/index.html#stop/1151,,
0527,,"Slimnīca ""Gaiļezers""",,56.96802,24.23979,https://saraksti.rigassatiksme.lv/index.html#stop/0527,,
2118,,"Centrāltirgus",,56.94476,24.12039,https://saraksti.rigassatiksme.lv/index.html#stop/2118,,
7985,,"1.trolejbusu parks",,56.98780,24.12156,https://saraksti.rigassatiksme.lv/index.html#stop/7985,,
7986,,"1.trolejbusu parks",,56.98693,24.12113,https://saraksti.rigassatiksme.lv/index.html#stop/7986,,
0252,,"Lugažu iela",,56.97479,24.11199,https://saraksti.rigassatiksme.lv/index.html#stop/0252,,
0253,,"Lugažu iela",,56.97385,24.11100,https://saraksti.rigassatiksme.lv/index.html#stop/0253,,
0346,,"Pētersalas iela",,56.96866,24.10696,https://saraksti.rigassatiksme.lv/index.html#stop/0346,,
0347,,"Pētersalas iela",,56.96901,24.10708,https://saraksti.rigassatiksme.lv/index.html#stop/0347,,
0134,,"Rāmuļu iela",,56.98582,24.12091,https://saraksti.rigassatiksme.lv/index.html#stop/0134,,
0136,,"Rāmuļu iela",,56.98509,24.12019,https://saraksti.rigassatiksme.lv/index.html#stop/0136,,
0374,,"Rankas iela",,56.98015,24.11637,https://saraksti.rigassatiksme.lv/index.html#stop/0374,,
0375,,"Rankas iela",,56.97877,24.11502,https://saraksti.rigassatiksme.lv/index.html#stop/0375,,
0387,,"Rūpnīca ""RER""",,56.99090,24.12200,https://saraksti.rigassatiksme.lv/index.html#stop/0387,,
0388,,"Rūpnīca ""RER""",,56.99119,24.12231,https://saraksti.rigassatiksme.lv/index.html#stop/0388,,
0500,,"Vecāķi",,57.07681,24.10986,https://saraksti.rigassatiksme.lv/index.html#stop/0500,,
0015,,"Aizsaules iela",,56.98165,24.14872,https://saraksti.rigassatiksme.lv/index.html#stop/0015,,
9105,,"Čiekurkalna 3.šķērslīnija",,56.98730,24.16711,https://saraksti.rigassatiksme.lv/index.html#stop/9105,,
0428,,"Jāņa Poruka vidusskola",,56.98466,24.15759,https://saraksti.rigassatiksme.lv/index.html#stop/0428,,
0473,,"Tēraudlietuves iela",,56.98264,24.15164,https://saraksti.rigassatiksme.lv/index.html#stop/0473,,
8050,,"Stūrmaņu iela",,57.03339,24.04856,https://saraksti.rigassatiksme.lv/index.html#stop/8050,,
8012,,"Stūrmaņu iela",,57.03402,24.04786,https://saraksti.rigassatiksme.lv/index.html#stop/8012,,
0079,,"Centrālā stacija",,56.94568,24.11930,https://saraksti.rigassatiksme.lv/index.html#stop/0079,,
0078,,"Centrāltirgus",,56.94533,24.11950,https://saraksti.rigassatiksme.lv/index.html#stop/0078,,
0078b,,"Centrāltirgus",,56.94451,24.12119,https://saraksti.rigassatiksme.lv/index.html#stop/0078b,,
0113,,"Dzirnavu iela",,56.94196,24.12790,https://saraksti.rigassatiksme.lv/index.html#stop/0113,,
0149,,"Gogoļa iela",,56.94210,24.12950,https://saraksti.rigassatiksme.lv/index.html#stop/0149,,
1444,,"Zantes iela",,56.94418,24.01256,https://saraksti.rigassatiksme.lv/index.html#stop/1444,,
1445,,"Zantes iela",,56.94406,24.01157,https://saraksti.rigassatiksme.lv/index.html#stop/1445,,
1472,,"Acone",,56.91464,24.28569,https://saraksti.rigassatiksme.lv/index.html#stop/1472,,
1474,,"Acone",,56.91482,24.28417,https://saraksti.rigassatiksme.lv/index.html#stop/1474,,
1469,,"Ciemats",,56.91374,24.25791,https://saraksti.rigassatiksme.lv/index.html#stop/1469,,
1477,,"Ciemats",,56.91384,24.25660,https://saraksti.rigassatiksme.lv/index.html#stop/1477,,
1470,,"Dārziņi",,56.91408,24.26698,https://saraksti.rigassatiksme.lv/index.html#stop/1470,,
1476,,"Dārziņi",,56.91418,24.26562,https://saraksti.rigassatiksme.lv/index.html#stop/1476,,
1464,,"Granīta iela",,56.90859,24.21208,https://saraksti.rigassatiksme.lv/index.html#stop/1464,,
1466,,"Granīta iela 13",,56.91271,24.22946,https://saraksti.rigassatiksme.lv/index.html#stop/1466,,
1480,,"Granīta iela 13",,56.91279,24.22871,https://saraksti.rigassatiksme.lv/index.html#stop/1480,,
1552,,"Granīta iela 5",,56.91250,24.22399,https://saraksti.rigassatiksme.lv/index.html#stop/1552,,
1553,,"Granīta iela 5",,56.91259,24.22260,https://saraksti.rigassatiksme.lv/index.html#stop/1553,,
1482,,"Krustpils iela",,56.90887,24.21221,https://saraksti.rigassatiksme.lv/index.html#stop/1482,,
1465,,"Malēju iela",,56.91169,24.21712,https://saraksti.rigassatiksme.lv/index.html#stop/1465,,
1481,,"Malēju iela",,56.91161,24.21666,https://saraksti.rigassatiksme.lv/index.html#stop/1481,,
1467,,"Rožkalni",,56.91299,24.23725,https://saraksti.rigassatiksme.lv/index.html#stop/1467,,
1479,,"Rožkalni",,56.91306,24.23599,https://saraksti.rigassatiksme.lv/index.html#stop/1479,,
1468,,"Stūraiņu iela",,56.91327,24.24495,https://saraksti.rigassatiksme.lv/index.html#stop/1468,,
1478,,"Stūraiņu iela",,56.91338,24.24430,https://saraksti.rigassatiksme.lv/index.html#stop/1478,,
1473,,"TEC- 2",,56.91503,24.29088,https://saraksti.rigassatiksme.lv/index.html#stop/1473,,
1471,,"TEC- 2 pārvalde",,56.91439,24.27648,https://saraksti.rigassatiksme.lv/index.html#stop/1471,,
1475,,"TEC- 2 pārvalde",,56.91451,24.27512,https://saraksti.rigassatiksme.lv/index.html#stop/1475,,
2104,,"Graudu iela",,56.91135,24.10248,https://saraksti.rigassatiksme.lv/index.html#stop/2104,,
2106,,"Līvciema iela",,56.90866,24.09723,https://saraksti.rigassatiksme.lv/index.html#stop/2106,,
2109,,"Līvciema iela",,56.90931,24.09878,https://saraksti.rigassatiksme.lv/index.html#stop/2109,,
0085,,"Čiekurkalna stacija",,56.97878,24.16345,https://saraksti.rigassatiksme.lv/index.html#stop/0085,,
0086,,"Čiekurkalna stacija",,56.97849,24.16325,https://saraksti.rigassatiksme.lv/index.html#stop/0086,,
0447,,"Stārķu iela",,56.96431,24.16883,https://saraksti.rigassatiksme.lv/index.html#stop/0447,,
2003,,"A.Čaka iela",,56.95256,24.13128,https://saraksti.rigassatiksme.lv/index.html#stop/2003,,
2008,,"A.Čaka iela",,56.95345,24.12987,https://saraksti.rigassatiksme.lv/index.html#stop/2008,,
2004,,"Avotu iela",,56.95065,24.13471,https://saraksti.rigassatiksme.lv/index.html#stop/2004,,
2007,,"Avotu iela",,56.95136,24.13364,https://saraksti.rigassatiksme.lv/index.html#stop/2007,,
2002,,"K.Barona iela",,56.95515,24.12663,https://saraksti.rigassatiksme.lv/index.html#stop/2002,,
2010,,"K.Barona iela",,56.95475,24.12754,https://saraksti.rigassatiksme.lv/index.html#stop/2010,,
2005,,"Valmieras iela",,56.94742,24.14055,https://saraksti.rigassatiksme.lv/index.html#stop/2005,,
5133,,"Ģimnastikas iela",,56.91946,24.07416,https://saraksti.rigassatiksme.lv/index.html#stop/5133,,
0054,,"Biķernieku iela",,56.95891,24.23818,https://saraksti.rigassatiksme.lv/index.html#stop/0054,,
0151,,"Hipokrāta iela",,56.95979,24.23837,https://saraksti.rigassatiksme.lv/index.html#stop/0151,,
0542,,"Mežciema pamatskola",,56.96243,24.23852,https://saraksti.rigassatiksme.lv/index.html#stop/0542,,
0543,,"Mežciema pamatskola",,56.96334,24.23874,https://saraksti.rigassatiksme.lv/index.html#stop/0543,,
8030,,"Mežciems",,56.97074,24.24280,https://saraksti.rigassatiksme.lv/index.html#stop/8030,,
0528,,"Slimnīca ""Gaiļezers""",,56.96683,24.24017,https://saraksti.rigassatiksme.lv/index.html#stop/0528,,
7988,,"Slimnīca ""Gaiļezers""",,56.96836,24.24142,https://saraksti.rigassatiksme.lv/index.html#stop/7988,,
0109,,"Stacionārs ""Biķernieki""",,56.96643,24.19896,https://saraksti.rigassatiksme.lv/index.html#stop/0109,,
0446,,"Stārķu iela",,56.96550,24.16678,https://saraksti.rigassatiksme.lv/index.html#stop/0446,,
1170,,"Pludmale",,57.01663,23.96983,https://saraksti.rigassatiksme.lv/index.html#stop/1170,,
1172,,"Pludmale",,57.01605,23.97139,https://saraksti.rigassatiksme.lv/index.html#stop/1172,,
0107,,"Dzelzavas iela",,56.95384,24.19930,https://saraksti.rigassatiksme.lv/index.html#stop/0107,,
0476,,"Sesku iela",,56.94518,24.19585,https://saraksti.rigassatiksme.lv/index.html#stop/0476,,
0479,,"Sesku iela",,56.94719,24.19604,https://saraksti.rigassatiksme.lv/index.html#stop/0479,,
0159,,"Varavīksnes gatve",,56.95340,24.19895,https://saraksti.rigassatiksme.lv/index.html#stop/0159,,
0157,,"Zemes iela",,56.94246,24.19548,https://saraksti.rigassatiksme.lv/index.html#stop/0157,,
5030,,"Āvas",,56.92921,24.31668,https://saraksti.rigassatiksme.lv/index.html#stop/5030,,
5031,,"Āvas",,56.92978,24.31545,https://saraksti.rigassatiksme.lv/index.html#stop/5031,,
5062,,"Brasliņas",,56.93344,24.30794,https://saraksti.rigassatiksme.lv/index.html#stop/5062,,
5063,,"Brasliņas",,56.93386,24.30760,https://saraksti.rigassatiksme.lv/index.html#stop/5063,,
5143,,"Institūts",,56.94281,24.28446,https://saraksti.rigassatiksme.lv/index.html#stop/5143,,
5142,,"Institūts",,56.94311,24.28369,https://saraksti.rigassatiksme.lv/index.html#stop/5142,,
5406,,"Ulbroka",,56.94052,24.29210,https://saraksti.rigassatiksme.lv/index.html#stop/5406,,
2086,,"Latvijas Universitāte",,56.95096,24.11542,https://saraksti.rigassatiksme.lv/index.html#stop/2086,,
2067,,"J.Asara iela",,56.95625,24.15230,https://saraksti.rigassatiksme.lv/index.html#stop/2067,,
2068,,"Lienes iela",,56.95377,24.14677,https://saraksti.rigassatiksme.lv/index.html#stop/2068,,
2078,,"Lienes iela",,56.95397,24.14748,https://saraksti.rigassatiksme.lv/index.html#stop/2078,,
0536,,"Dārziņu 29.līnija",,56.86186,24.27614,https://saraksti.rigassatiksme.lv/index.html#stop/0536,,
0535,,"Dārziņu 29.līnija",,56.86192,24.27634,https://saraksti.rigassatiksme.lv/index.html#stop/0535,,
0539,,"Dārziņu 38.līnija",,56.86142,24.28424,https://saraksti.rigassatiksme.lv/index.html#stop/0539,,
0096,,"Jāņogu iela",,56.86296,24.26872,https://saraksti.rigassatiksme.lv/index.html#stop/0096,,
0123,,"Āliņģu iela",,57.03527,24.11839,https://saraksti.rigassatiksme.lv/index.html#stop/0123,,
0125,,"Āliņģu iela",,57.03524,24.11819,https://saraksti.rigassatiksme.lv/index.html#stop/0125,,
0355,,"Jaunciema 1.šķērslīnija",,57.05048,24.17211,https://saraksti.rigassatiksme.lv/index.html#stop/0355,,
0356,,"Jaunciema 1.šķērslīnija",,57.05068,24.17222,https://saraksti.rigassatiksme.lv/index.html#stop/0356,,
0102,,"Jaunciema 10.šķērslīnija",,57.03184,24.18769,https://saraksti.rigassatiksme.lv/index.html#stop/0102,,
0103,,"Jaunciema 10.šķērslīnija",,57.03204,24.18777,https://saraksti.rigassatiksme.lv/index.html#stop/0103,,
0133,,"Jaunciema 2.šķerslīnija",,57.04570,24.17339,https://saraksti.rigassatiksme.lv/index.html#stop/0133,,
0135,,"Jaunciema 2.šķerslīnija",,57.04600,24.17357,https://saraksti.rigassatiksme.lv/index.html#stop/0135,,
0083,,"Jaunciema 4.šķērslīnija",,57.04173,24.17343,https://saraksti.rigassatiksme.lv/index.html#stop/0083,,
0084,,"Jaunciema 4.šķērslīnija",,57.04245,24.17345,https://saraksti.rigassatiksme.lv/index.html#stop/0084,,
0501,,"Jaunciema 6.šķērslīnija",,57.03949,24.17524,https://saraksti.rigassatiksme.lv/index.html#stop/0501,,
0508,,"Jaunciema 6.šķērslīnija",,57.03863,24.17563,https://saraksti.rigassatiksme.lv/index.html#stop/0508,,
0118,,"Jaunciema gatve 233",,57.04323,24.11498,https://saraksti.rigassatiksme.lv/index.html#stop/0118,,
0119,,"Jaunciema gatve 233",,57.04326,24.11477,https://saraksti.rigassatiksme.lv/index.html#stop/0119,,
0184,,"Kalēji",,57.05250,24.13859,https://saraksti.rigassatiksme.lv/index.html#stop/0184,,
0183,,"Kalēji",,57.05261,24.13743,https://saraksti.rigassatiksme.lv/index.html#stop/0183,,
0212,,"Klipiņas",,57.01292,24.23224,https://saraksti.rigassatiksme.lv/index.html#stop/0212,,
0213,,"Klipiņas",,57.01283,24.23243,https://saraksti.rigassatiksme.lv/index.html#stop/0213,,
0226,,"Kūdras bāze",,57.00451,24.25212,https://saraksti.rigassatiksme.lv/index.html#stop/0226,,
0225,,"Kūdras bāze",,57.00453,24.25171,https://saraksti.rigassatiksme.lv/index.html#stop/0225,,
0293,,"Langa",,57.05277,24.14381,https://saraksti.rigassatiksme.lv/index.html#stop/0293,,
0294,,"Langa",,57.05293,24.14477,https://saraksti.rigassatiksme.lv/index.html#stop/0294,,
0247,,"Līgeri",,57.05139,24.12800,https://saraksti.rigassatiksme.lv/index.html#stop/0247,,
0246,,"Līgeri",,57.05100,24.12716,https://saraksti.rigassatiksme.lv/index.html#stop/0246,,
0475,,"Mīlgrāvja  tilts",,57.03192,24.13409,https://saraksti.rigassatiksme.lv/index.html#stop/0475,,
0474,,"Mīlgrāvja tilts",,57.03101,24.13559,https://saraksti.rigassatiksme.lv/index.html#stop/0474,,
0295,,"Milnas",,57.00920,24.24367,https://saraksti.rigassatiksme.lv/index.html#stop/0295,,
0296,,"Milnas",,57.00925,24.24338,https://saraksti.rigassatiksme.lv/index.html#stop/0296,,
0072,,"Niedru iela",,57.04568,24.11969,https://saraksti.rigassatiksme.lv/index.html#stop/0072,,
0073,,"Niedru iela",,57.04537,24.11905,https://saraksti.rigassatiksme.lv/index.html#stop/0073,,
0319,,"Ozoli",,57.04830,24.12372,https://saraksti.rigassatiksme.lv/index.html#stop/0319,,
0320,,"Ozoli",,57.04877,24.12395,https://saraksti.rigassatiksme.lv/index.html#stop/0320,,
0322,,"Ozolkalni",,57.01185,24.22056,https://saraksti.rigassatiksme.lv/index.html#stop/0322,,
0321,,"Ozolkalni",,57.01176,24.22090,https://saraksti.rigassatiksme.lv/index.html#stop/0321,,
0068,,"Pagrieziens uz Bukultiem",,57.00367,24.25923,https://saraksti.rigassatiksme.lv/index.html#stop/0068,,
0069,,"Pagrieziens uz Bukultiem",,57.00360,24.25918,https://saraksti.rigassatiksme.lv/index.html#stop/0069,,
0328,,"Pagrieziens uz Carnikavu",,57.05291,24.15608,https://saraksti.rigassatiksme.lv/index.html#stop/0328,,
0329,,"Pagrieziens uz Carnikavu",,57.05299,24.15394,https://saraksti.rigassatiksme.lv/index.html#stop/0329,,
0185,,"Pagrieziens uz Jaunciema kapiem",,57.03660,24.18448,https://saraksti.rigassatiksme.lv/index.html#stop/0185,,
0186,,"Pagrieziens uz Jaunciema kapiem",,57.03696,24.18279,https://saraksti.rigassatiksme.lv/index.html#stop/0186,,
0460,,"Suži",,57.01860,24.20791,https://saraksti.rigassatiksme.lv/index.html#stop/0460,,
8004,,"Suži",,57.01884,24.20810,https://saraksti.rigassatiksme.lv/index.html#stop/8004,,
0517,,"Ziemeļblāzma",,57.03941,24.11285,https://saraksti.rigassatiksme.lv/index.html#stop/0517,,
0516,,"Ziemeļblāzma",,57.03890,24.11311,https://saraksti.rigassatiksme.lv/index.html#stop/0516,,
0522,,"Zundagi",,57.05257,24.16823,https://saraksti.rigassatiksme.lv/index.html#stop/0522,,
0521,,"Zundagi",,57.05236,24.16941,https://saraksti.rigassatiksme.lv/index.html#stop/0521,,
1266,,"Bieķensalas iela",,56.93101,24.09869,https://saraksti.rigassatiksme.lv/index.html#stop/1266,,
1267,,"Bieķensalas iela",,56.93021,24.09775,https://saraksti.rigassatiksme.lv/index.html#stop/1267,,
2050,,"Jelgavas iela",,56.92367,24.09030,https://saraksti.rigassatiksme.lv/index.html#stop/2050,,
1265,,"Satiksmes iela",,56.92693,24.09296,https://saraksti.rigassatiksme.lv/index.html#stop/1265,,
1268,,"Satiksmes iela",,56.92675,24.09276,https://saraksti.rigassatiksme.lv/index.html#stop/1268,,
2051,,"Vienības gatve",,56.92356,24.09001,https://saraksti.rigassatiksme.lv/index.html#stop/2051,,
0441,,"Zemitānu stacija",,56.96478,24.15670,https://saraksti.rigassatiksme.lv/index.html#stop/0441,,
0443,,"Zemitānu stacija",,56.96495,24.15611,https://saraksti.rigassatiksme.lv/index.html#stop/0443,,
0052,,"Bērnu slimnīca ""Gaiļezers""",,56.95877,24.25277,https://saraksti.rigassatiksme.lv/index.html#stop/0052,,
0053,,"Bērnu slimnīca ""Gaiļezers""",,56.95977,24.25302,https://saraksti.rigassatiksme.lv/index.html#stop/0053,,
0363,,"Ciemupes iela",,56.98829,24.24415,https://saraksti.rigassatiksme.lv/index.html#stop/0363,,
0177,,"Jugla",,56.97539,24.25444,https://saraksti.rigassatiksme.lv/index.html#stop/0177,,
0176,,"Jugla",,56.97657,24.25453,https://saraksti.rigassatiksme.lv/index.html#stop/0176,,
0339,,"Pāles iela",,56.98676,24.24812,https://saraksti.rigassatiksme.lv/index.html#stop/0339,,
0338,,"Pāles iela",,56.98531,24.24798,https://saraksti.rigassatiksme.lv/index.html#stop/0338,,
0165,,"Strazdumuižas internātskola",,56.98258,24.25132,https://saraksti.rigassatiksme.lv/index.html#stop/0165,,
0166,,"Strazdumuižas internātskola",,56.98277,24.25069,https://saraksti.rigassatiksme.lv/index.html#stop/0166,,
0649,,"Irlavas iela",,56.94342,24.02853,https://saraksti.rigassatiksme.lv/index.html#stop/0649,,
0650,,"Mikus iela",,56.94300,24.02774,https://saraksti.rigassatiksme.lv/index.html#stop/0650,,
0645,,"Zasulauka depo",,56.94510,24.03437,https://saraksti.rigassatiksme.lv/index.html#stop/0645,,
0646,,"Zasulauka depo",,56.94509,24.03401,https://saraksti.rigassatiksme.lv/index.html#stop/0646,,
1457,,"Anniņmuižas parks",,56.95356,24.00995,https://saraksti.rigassatiksme.lv/index.html#stop/1457,,
1456,,"Anniņmuižas parks",,56.95348,24.01100,https://saraksti.rigassatiksme.lv/index.html#stop/1456,,
1452,,"Beberbeķu iela",,56.95371,23.97203,https://saraksti.rigassatiksme.lv/index.html#stop/1452,,
1551,,"Beberbeķu iela",,56.95394,23.97189,https://saraksti.rigassatiksme.lv/index.html#stop/1551,,
1042,,"Botāniskais dārzs",,56.95139,24.05274,https://saraksti.rigassatiksme.lv/index.html#stop/1042,,
1090,,"Botāniskais dārzs",,56.95119,24.05514,https://saraksti.rigassatiksme.lv/index.html#stop/1090,,
1550,,"Ceļš uz Vārnukrogu",,56.95976,23.95258,https://saraksti.rigassatiksme.lv/index.html#stop/1550,,
1078,,"Dubultu iela",,56.95343,24.00414,https://saraksti.rigassatiksme.lv/index.html#stop/1078,,
1083,,"Dubultu iela",,56.95341,24.00551,https://saraksti.rigassatiksme.lv/index.html#stop/1083,,
1449,,"Ērkšķu iela",,56.95349,23.99015,https://saraksti.rigassatiksme.lv/index.html#stop/1449,,
1455,,"Ērkšķu iela",,56.95344,23.99078,https://saraksti.rigassatiksme.lv/index.html#stop/1455,,
1460,,"Imantas 7.līnija",,56.95227,24.02298,https://saraksti.rigassatiksme.lv/index.html#stop/1460,,
1461,,"Imantas 7.līnija",,56.95230,24.02425,https://saraksti.rigassatiksme.lv/index.html#stop/1461,,
1462,,"Kooperatīva iela",,56.95220,24.02931,https://saraksti.rigassatiksme.lv/index.html#stop/1462,,
1463,,"Kooperatīva iela",,56.95213,24.03037,https://saraksti.rigassatiksme.lv/index.html#stop/1463,,
1043,,"Kurzemes prospekts",,56.95214,24.03689,https://saraksti.rigassatiksme.lv/index.html#stop/1043,,
1089,,"Kurzemes prospekts",,56.95204,24.03651,https://saraksti.rigassatiksme.lv/index.html#stop/1089,,
1451,,"Ķiburgas iela",,56.95374,23.97869,https://saraksti.rigassatiksme.lv/index.html#stop/1451,,
1453,,"Ķiburgas iela",,56.95366,23.97973,https://saraksti.rigassatiksme.lv/index.html#stop/1453,,
1450,,"Lazdu iela",,56.95359,23.98530,https://saraksti.rigassatiksme.lv/index.html#stop/1450,,
1454,,"Lazdu iela",,56.95359,23.98307,https://saraksti.rigassatiksme.lv/index.html#stop/1454,,
1458,,"Pedagoģijas fakultāte",,56.95310,24.01623,https://saraksti.rigassatiksme.lv/index.html#stop/1458,,
1459,,"Pedagoģijas fakultāte",,56.95293,24.01682,https://saraksti.rigassatiksme.lv/index.html#stop/1459,,
1079,,"Zolitūdes iela",,56.95325,23.99809,https://saraksti.rigassatiksme.lv/index.html#stop/1079,,
1082,,"Zolitūdes iela",,56.95323,23.99900,https://saraksti.rigassatiksme.lv/index.html#stop/1082,,
5272,,"Darbnīcas",,56.95245,23.91344,https://saraksti.rigassatiksme.lv/index.html#stop/5272,,
0020,,"Alojas iela",,56.96757,24.13079,https://saraksti.rigassatiksme.lv/index.html#stop/0020,,
0027,,"Aristida Briāna iela",,56.96357,24.12596,https://saraksti.rigassatiksme.lv/index.html#stop/0027,,
0067,,"Bruņinieku iela",,56.96093,24.12170,https://saraksti.rigassatiksme.lv/index.html#stop/0067,,
0066,,"Bruņinieku iela",,56.96178,24.12284,https://saraksti.rigassatiksme.lv/index.html#stop/0066,,
0122,,"E.Melngaiļa iela",,56.95923,24.11856,https://saraksti.rigassatiksme.lv/index.html#stop/0122,,
0120,,"Elizabetes iela",,56.95611,24.11258,https://saraksti.rigassatiksme.lv/index.html#stop/0120,,
0128,,"Ēveles iela",,56.97069,24.13330,https://saraksti.rigassatiksme.lv/index.html#stop/0128,,
0126,,"Ēveles iela",,56.96898,24.13173,https://saraksti.rigassatiksme.lv/index.html#stop/0126,,
0153,,"Ierēdņu iela",,56.97434,24.13557,https://saraksti.rigassatiksme.lv/index.html#stop/0153,,
0152,,"Ierēdņu iela",,56.97332,24.13517,https://saraksti.rigassatiksme.lv/index.html#stop/0152,,
0611,,"Ķīpsala",,56.94991,24.08708,https://saraksti.rigassatiksme.lv/index.html#stop/0611,,
0642,,"Ķīpsala",,56.94921,24.08672,https://saraksti.rigassatiksme.lv/index.html#stop/0642,,
0233,,"Lāčplēša iela",,56.95818,24.11688,https://saraksti.rigassatiksme.lv/index.html#stop/0233,,
0259,,"Mākslas muzejs",,56.95565,24.11133,https://saraksti.rigassatiksme.lv/index.html#stop/0259,,
0610,,"Nacionālais teātris",,56.95377,24.10646,https://saraksti.rigassatiksme.lv/index.html#stop/0610,,
0340,,"Palīdzības iela",,56.96474,24.12758,https://saraksti.rigassatiksme.lv/index.html#stop/0340,,
5384,,"Valsts arhīvs",,56.94647,24.07532,https://saraksti.rigassatiksme.lv/index.html#stop/5384,,
1094,,"Valsts arhīvs",,56.94646,24.07594,https://saraksti.rigassatiksme.lv/index.html#stop/1094,,
0643,,"Zigfrīda Annas Meierovica bulvāris",,56.95393,24.10706,https://saraksti.rigassatiksme.lv/index.html#stop/0643,,
1517,,"Sunīši",,56.97193,24.37665,https://saraksti.rigassatiksme.lv/index.html#stop/1517,,
0275,,"Mazā Kalna iela",,56.94232,24.14533,https://saraksti.rigassatiksme.lv/index.html#stop/0275,,
5034,,"Baložu iela",,56.94490,24.07201,https://saraksti.rigassatiksme.lv/index.html#stop/5034,,
5288,,"Dreiliņu iela",,56.94173,24.06201,https://saraksti.rigassatiksme.lv/index.html#stop/5288,,
5289,,"Dreiliņu iela",,56.94176,24.06249,https://saraksti.rigassatiksme.lv/index.html#stop/5289,,
1413,,"Kalnciema iela",,56.93565,24.03877,https://saraksti.rigassatiksme.lv/index.html#stop/1413,,
1423,,"Kalnciema iela",,56.93350,24.03176,https://saraksti.rigassatiksme.lv/index.html#stop/1423,,
1534,,"Melnsila iela",,56.94358,24.06877,https://saraksti.rigassatiksme.lv/index.html#stop/1534,,
1548,,"Melnsila iela",,56.94357,24.06903,https://saraksti.rigassatiksme.lv/index.html#stop/1548,,
1422,,"Pleskodāles iela",,56.93084,24.02581,https://saraksti.rigassatiksme.lv/index.html#stop/1422,,
1039,,"Slokas iela",,56.94575,24.07543,https://saraksti.rigassatiksme.lv/index.html#stop/1039,,
1424,,"Ventspils iela",,56.93523,24.03735,https://saraksti.rigassatiksme.lv/index.html#stop/1424,,
1421,,"Zolitūdes iela",,56.92942,24.02216,https://saraksti.rigassatiksme.lv/index.html#stop/1421,,
