VehicleMessageID,SentDate,VehicleID,SendingReason,Odometer,WGS84Fi,WGS84La,Delay,Gyro,Speed,ShiftID,TripID
868744092,2018-11-23 05:42:31.000,63,1,14,"56,98697","24,12683",0,348,0,466,NULL
868744479,2018-11-23 05:43:02.000,63,1,14,"56,98697","24,12683",0,348,0,466,NULL
868744882,2018-11-23 05:43:32.000,63,1,15,"56,98697","24,12683",0,348,0,466,NULL
868745331,2018-11-23 05:44:02.000,63,1,15,"56,98697","24,12683",0,348,0,466,NULL
868745769,2018-11-23 05:44:33.000,63,1,15,"56,98697","24,12683",0,348,0,466,NULL
868746239,2018-11-23 05:45:04.000,63,1,15,"56,98697","24,12683",0,348,0,466,NULL
868746702,2018-11-23 05:45:34.000,63,1,15,"56,98697","24,12683",0,348,0,466,NULL
868747137,2018-11-23 05:46:05.000,63,1,15,"56,98697","24,12683",0,348,0,466,NULL
868747591,2018-11-23 05:46:36.000,63,1,15,"56,98697","24,12683",0,348,0,466,NULL
868748048,2018-11-23 05:47:07.000,63,1,15,"56,98697","24,12683",0,348,0,466,NULL
868748450,2018-11-23 05:47:42.000,63,8,29,"56,98691","24,12669",0,199,2,466,NULL
868748688,2018-11-23 05:47:24.000,63,7,15,"56,98697","24,12683",0,348,0,466,NULL
868748793,2018-11-23 05:48:21.000,63,7,49,"56,9869","24,12641",0,199,0,466,NULL
868749044,2018-11-23 05:48:03.000,63,6,48,"56,9869","24,12641",0,199,0,466,NULL
868749134,2018-11-23 05:47:56.000,63,8,46,"56,98691","24,12641",0,199,1,466,NULL
868749702,2018-11-23 05:49:22.000,63,1,50,"56,9869","24,12641",0,199,0,466,NULL
868750490,2018-11-23 05:49:31.000,63,21,61,"56,98691","24,12621",0,269,10,466,NULL
868750728,2018-11-23 05:50:18.000,63,7,148,"56,98692","24,1248",0,273,0,466,NULL
868750903,2018-11-23 05:50:06.000,63,6,148,"56,98692","24,1248",0,273,0,466,NULL
868750967,2018-11-23 05:50:01.000,63,8,148,"56,98692","24,1248",0,273,0,466,NULL
868751192,2018-11-23 05:50:49.000,63,1,224,"56,98706","24,12359",0,294,11,466,NULL
868751632,2018-11-23 05:51:22.000,63,17,316,"56,9874","24,12223",0,290,0,466,416010
868751647,2018-11-23 05:51:20.000,63,6,316,"56,9874","24,12223",0,290,0,466,416010
868751674,2018-11-23 05:51:18.000,63,8,316,"56,9874","24,12223",0,290,0,466,NULL
868752127,2018-11-23 05:51:52.000,63,1,316,"56,9874","24,12223",0,290,0,466,416010
868752607,2018-11-23 05:52:22.000,63,1,316,"56,9874","24,12223",0,290,0,466,416010
868753117,2018-11-23 05:52:53.000,63,1,316,"56,9874","24,12223",0,290,0,466,416010
868753426,2018-11-23 05:53:36.000,63,7,316,"56,9874","24,12223",0,290,0,466,416010
868753601,2018-11-23 05:53:25.000,63,1,316,"56,9874","24,12223",0,290,0,466,416010
868753913,2018-11-23 05:54:09.000,63,8,364,"56,98742","24,12148",0,245,0,466,416010
868753926,2018-11-23 05:54:08.000,63,1,364,"56,98742","24,12148",0,245,0,466,416010
868754334,2018-11-23 05:55:01.000,63,21,731,"56,98433","24,11959",0,202,41,466,416011
868755127,2018-11-23 05:55:31.000,63,1,1109,"56,98122","24,11707",0,203,41,466,416011
868755623,2018-11-23 05:56:06.000,63,8,1410,"56,97876","24,11503",-1,202,0,466,416011
868755720,2018-11-23 05:56:00.000,63,17,1399,"56,97885","24,11509",-1,203,21,466,416011
868755785,2018-11-23 05:55:55.000,63,12,1364,"56,97913","24,11534",0,205,26,466,416011
868756094,2018-11-23 05:56:43.000,63,1,1726,"56,97616","24,11296",-1,203,31,466,416011
868756545,2018-11-23 05:56:12.000,63,10,1443,"56,97848","24,11486",-1,203,27,466,416011
868756696,2018-11-23 05:57:07.000,63,8,1887,"56,97484","24,11187",-1,201,0,466,416011
868757236,2018-11-23 05:57:38.000,63,1,1891,"56,97481","24,11185",-1,204,0,466,416011
